,premise,hypothesis,label
2049,The woman in the pink and white dress is moderate a bottle of water.,The woman is wear a brown suit.,2
2050,A woman carrying a pile of flowers.,A womanhood has her hands full with bags of oranges.,2
2051,A woman stockpile a pot of flowers.,A char is carrying a pot of pink flowers.,1
2052,A woman carrying a passel of flowers.,A woman is conduct something.,0
2053,A woman in a red shirt and sunburn pants stockpile red and yellow flowers in a bucket on his shoulder.,A crowd of people cheering for their newly elective mayor.,2
2054,A woman in a red shirt and tan drawers express red and yellow flowers in a bucket on his shoulder.,A person pack flowers in a bucket.,0
2055,A woman in a red shirt and tan pants extend red and yellow flower in a bucket on his shoulder.,A woman take flowers from her garden.,1
2056,A roller-skating woman in red-faced and black socks and a fateful shirt is elbowing another skater out of her way.,angstrom roller skater elbowing another skater.,0
2057,A roller-skating woman in red and bleak socks and a black shirt is elbow another skater out of her way.,axerophthol roller skater elbowing herself.,2
2058,A roller-skating woman in red and inglorious socks and a black shirt is elbowing another skater out of her room.,A roll skater competing.,1
2059,An old man with a cane walks through a green pasture on a sunny day against a profane sky.,a man work his farm,1
2060,An old mankind with a cane walks through a green pasture on a sunny day against a blue sky.,a valet with a limp is walking through the meadow,1
2061,An old gentleman with a cane walks through a green pasture on a sunny day against a blue sky.,a girl lead across the park,2
2062,A couple stall outside in a Grease 50's costume.,A grouping of friends are wearing spongebob costumes.,2
2063,A couple abide outside in a Grease 50's costume.,Newlyweds are wearing a soil 50's costume.,1
2064,A couple stand outside in a grime 50's costume.,A dyad are wearing costume.,0
2065,Two fiddling children and one is playing with a slinky.,Two little kids and one is run with a slinky.,0
2066,Two little children and one is acting with a slinky.,5 little children bring with a hammer.,2
2067,Two minuscule children and one is playing with a slinky.,Two little children dally with a slinky.,-1
2068,A valet is clapping in a room filled with people.,A woman is surrounded by clapping world.,2
2069,A man is applaud in a room filled with people.,A male peeler applauds his audience.,1
2070,A man is clapping in a room replete with people.,A man is making resound.,0
2071,A few Asian people are in a house together in front of a cabinet satisfy with glasses.,A group of asians hosting a party stand close to wine glasses inside a vino cabinet.,1
2072,a few Asian people are in a house together in front of a cabinet filled with glasses.,A group of asians stand close to a cabinet meet with glasses indoors.,0
2073,A few Asian people are in a house together in front of a cabinet filled with trash.,A group of asians operative in  a marathan.,2
2074,A man with crank and a woman wearing a pink shirt sit beside each other.,A serviceman and woman are out jogging.,2
2075,A man with chalk and a woman wearing a pink shirt sit beside each other.,A man and woman are sit next to each other.,0
2076,amp man with glass and a woman wearing a pink shirt sit beside each other.,A couple is out on a escort.,1
2077,A man and a charwoman sitting at a table.,tenner people are walking.,2
2078,A humanity and a woman sitting at a table.,a couple are sitting at their table.,1
2079,A man and a woman sitting at a defer.,amp couple are sitting at their table eating dinner.,1
2080,A man with dreadlocks is speak on a cellular phone.,A rastafarian argues with customer serve,1
2081,A man with dreadlocks is mouth on a cellular phone.,A man throws a joint,2
2082,A man with dreadlocks is verbalize on a cellular phone.,The humans is talking to his wife.,1
2083,angstrom man with dreadlocks is talking on a cellular phone.,The humanity is emailing on his phone.,2
2084,A mankind with dreadlocks is talking on a cellular phone.,A man is drinking coffee while talking on his telephone.,1
2085,adenine man with dreadlocks is talking on a cellular phone.,A man hold something.,0
2086,axerophthol man with dreadlocks is talking on a cellular phone.,there is a person talking on a phone.,0
2087,A man with dreadlocks is talking on a cellular ring.,A guy is meet tennis.,2
2088,A man with dreadlocks is talking on a cellular earphone.,A humankind with dreads is on the phone.,0
2089,A man with dreadlocks is verbalise on a cellular phone.,There is a charwoman with red hair in a black suit talking into a Bluetooth headset.,2
2090,A man with dreadlocks is mouth on a cellular phone.,A mankind is talking to a friend.,1
2091,axerophthol man with dreadlocks is talking on a cellular phone.,A bald valet is eating lunch.,2
2092,A humanity with dreadlocks is talking on a cellular phone.,There is a man in a greens jacket talking on a phone.,1
2093,A man with dreadlocks is talking on a cellular call.,A person is having a conversation on his telephone.,0
2094,A humanity with dreadlocks is talking on a cellular phone.,A man utilisation technology to communicate,0
2095,A man in a gamy jacket is buying street food.,Street nutrient is for sale.,0
2096,A man in a aristocratical jacket is buying street food.,A human buys a muffin at the corner coffee shop.,2
2097,A man in a downhearted jacket is buying street food.,A man buys a duad of tacos from the food truck.,1
2098,A opprobrious and orange bird in the grass,A bird flies eminent above.,2
2099,A black and orange shuttle in the grass,A bird sits in the supergrass.,0
2100,axerophthol black and orange bird in the grass,An oriole is in the snitch.,1
2101,A man in Europe is selling German sausage on the street to an elderly humans with a bag.,Two people are plight in a transaction,0
2102,A man in Europe is selling German sausage on the street to an elderly Man with a bag.,The blimp is expensive,1
2103,A mankind in Europe is selling German sausage on the street to an elderly man with a bag.,The elderly man isn't bear anything,2
2104,A man stand outdoors is wearing a mansion that is advertising bratwurst.,A human is sleeping.,2
2105,A world stand outdoors is wearing a sign that is advertising bratwurst.,A mankind is advertising,1
2106,A man stand outdoors is don a sign that is advertising bratwurst.,A man stands outdoors wearing a signboard,0
2107,"A world in a blue sweatshirt buys a bratwurst from a man in an orange shirt and a grim hat, the bratwurst costs one euro.",amp person buys food using a euro.,0
